"","MEASID","Site","LonPoint","LatPoint","sm","ID","Zone","Notes","Veg_Orig","Trip","Veg","Year"
"550",3132,"142",-118.6824168,36.71358072,1.86,1783,"[No GPS Lock]","Shrubs","Conifer, sparse con","2017_Early","mixed conifer","2017"
"551",3133,"142",-118.6821805,36.71342652,0.53,1783,"[No GPS Lock]","0.53","Conifer, sparse con","2017_Early","mixed conifer","2017"
"552",3134,"142",-118.6822205,36.71347501,2.59,1783,"ZONE 00097","2.59","Conifer, sparse con","2017_Early","mixed conifer","2017"
"553",3135,"142",-118.6822605,36.7135235,3.05,1783,"ZONE 00097","Under ARPA","Conifer, sparse con","2017_Early","mixed conifer","2017"
"554",3136,"142",-118.6823005,36.71357199,3.8,1783,"ZONE 00097","3.8","Conifer, sparse con","2017_Early","mixed conifer","2017"
"555",3137,"142",-118.6823405,36.71362048,3.69,1783,"[No GPS Lock]","Shrubs","Conifer, sparse con","2017_Early","mixed conifer","2017"
"556",3138,"142",-118.6821043,36.71346627,1.98,1783,"[No GPS Lock]","1.98","Conifer, sparse con","2017_Early","mixed conifer","2017"
"557",3139,"142",-118.6821443,36.71351476,1.22,1783,"ZONE 00097","1.22","Conifer, sparse con","2017_Early","mixed conifer","2017"
"558",3140,"142",-118.6821843,36.71356325,2.47,1783,"ZONE 00097","2.4700000000000002","Conifer, sparse con","2017_Early","mixed conifer","2017"
"559",3141,"142",-118.6822243,36.71361174,0.84,1783,"[No GPS Lock]","0.84","Conifer, sparse con","2017_Early","mixed conifer","2017"
"560",3142,"142",-118.6822643,36.71366023,2.99,1783,"ZONE 00097","Shrubs","Conifer, sparse con","2017_Early","mixed conifer","2017"
"561",3143,"142",-118.682028,36.71350602,3.04,1783,"[No GPS Lock]","Waypoint 1175 (GPS 64)","Conifer, sparse con","2017_Early","mixed conifer","2017"
"562",3144,"142",-118.682068,36.71355451,3.56,1783,"ZONE 00097","Duff","Conifer, sparse con","2017_Early","mixed conifer","2017"
"563",3145,"142",-118.682108,36.713603,0.23,1783,"ZONE 00097","0.23","Conifer, sparse con","2017_Early","mixed conifer","2017"
"564",3146,"142",-118.682148,36.71365149,3.52,1783,"ZONE 00097","Shrubs","Conifer, sparse con","2017_Early","mixed conifer","2017"
"565",3147,"142",-118.682188,36.71369998,1.48,1783,"ZONE 00097","Waypoint 976 (GPS 64)","Conifer, sparse con","2017_Early","mixed conifer","2017"
"566",13122,"142",-118.682292,36.71344902,2.88,1329,"ZONE 00091","5"" L&D; WPT 1285","Conifer, sparse con","2018_Early","mixed conifer","2018"
"567",13123,"142",-118.6822108,36.71348903,0.9,1329,"ZONE 00091","0.9","Conifer, sparse con","2018_Early","mixed conifer","2018"
"568",13124,"142",-118.6821295,36.71352903,1.48,1329,"ZONE 00091","1.48","Conifer, sparse con","2018_Early","mixed conifer","2018"
"569",13125,"142",-118.6820483,36.71356903,1.81,1329,"ZONE 00091","2"" L&D","Conifer, sparse con","2018_Early","mixed conifer","2018"
"570",13126,"142",-118.681967,36.71360903,1.7,1329,"ZONE 00091","WPT 1284","Conifer, sparse con","2018_Early","mixed conifer","2018"
"571",13127,"142",-118.6823365,36.71349477,1.32,1329,"ZONE 00091","1.32","Conifer, sparse con","2018_Early","mixed conifer","2018"
"572",13128,"142",-118.6822553,36.71353477,2.14,1329,"ZONE 00091","2.14","Conifer, sparse con","2018_Early","mixed conifer","2018"
"573",13129,"142",-118.682174,36.71357477,2.13,1329,"ZONE 00091","UNDER CECO","Conifer, sparse con","2018_Early","mixed conifer","2018"
"574",13130,"142",-118.6820928,36.71361478,1.42,1329,"ZONE 00091","1.42","Conifer, sparse con","2018_Early","mixed conifer","2018"
"575",13131,"142",-118.6820115,36.71365478,2.36,1329,"ZONE 00091","UNDER CECO","Conifer, sparse con","2018_Early","mixed conifer","2018"
"576",13132,"142",-118.6823811,36.71354051,1.27,3255,"ZONE 00058","1.27","Conifer, sparse con","2018_Early","mixed conifer","2018"
"577",13133,"142",-118.6822998,36.71358051,0,3255,"ZONE 00058","0","Conifer, sparse con","2018_Early","mixed conifer","2018"
"578",13134,"142",-118.6822185,36.71362052,0.35,3255,"ZONE 00058","0.35","Conifer, sparse con","2018_Early","mixed conifer","2018"
"579",13135,"142",-118.6821373,36.71366052,0,3255,"ZONE 00058","0","Conifer, sparse con","2018_Early","mixed conifer","2018"
"580",13136,"142",-118.682056,36.71370052,0.91,3255,"ZONE 00058","0.91","Conifer, sparse con","2018_Early","mixed conifer","2018"
"581",13137,"142",-118.6824256,36.71358626,0.35,3255,"ZONE 00058","0.35","Conifer, sparse con","2018_Early","mixed conifer","2018"
"582",13138,"142",-118.6823443,36.71362626,0.16,3255,"ZONE 00058","0.16","Conifer, sparse con","2018_Early","mixed conifer","2018"
"583",13139,"142",-118.682263,36.71366626,2.4,3255,"ZONE 00058","2.4","Conifer, sparse con","2018_Early","mixed conifer","2018"
"584",13140,"142",-118.6821818,36.71370626,0.11,3255,"ZONE 00058","0.11","Conifer, sparse con","2018_Early","mixed conifer","2018"
"585",13141,"142",-118.6821005,36.71374627,2.13,3255,"ZONE 00058","2.13","Conifer, sparse con","2018_Early","mixed conifer","2018"
"586",13142,"142",-118.6824701,36.713632,0.41,3255,"ZONE 00058","0.41","Conifer, sparse con","2018_Early","mixed conifer","2018"
"587",13143,"142",-118.6823888,36.713672,0,3255,"ZONE 00058","0","Conifer, sparse con","2018_Early","mixed conifer","2018"
"588",13144,"142",-118.6823075,36.71371201,0.96,3255,"ZONE 00058","0.96","Conifer, sparse con","2018_Early","mixed conifer","2018"
"589",13145,"142",-118.6822263,36.71375201,1.81,3255,"ZONE 00058","1.81","Conifer, sparse con","2018_Early","mixed conifer","2018"
"590",13146,"142",-118.682145,36.71379201,1.22,3255,"ZONE 00058","WPT 1286","Conifer, sparse con","2018_Early","mixed conifer","2018"
"591",149,"160",-118.682263,36.711974,10.86,1329,"ZONE 00110","WPT 671","Conifer, Mixed","2016_Early","mixed conifer","2016"
"592",150,"160",-118.6821935,36.71198,12.55,1329,"ZONE 00110","12.55","Conifer, Mixed","2016_Early","mixed conifer","2016"
"593",151,"160",-118.682124,36.711986,7.51,1329,"ZONE 00110","7.51","Conifer, Mixed","2016_Early","mixed conifer","2016"
"594",152,"160",-118.6820545,36.711992,12.27,1329,"ZONE 00110","12.27","Conifer, Mixed","2016_Early","mixed conifer","2016"
"595",153,"160",-118.681985,36.711998,10.78,1783,"ZONE 00072","WPT 672","Conifer, Mixed","2016_Early","mixed conifer","2016"
"596",154,"160",-118.682283,36.71203375,15.38,1329,"ZONE 00110","under shrub","Conifer, Mixed","2016_Early","mixed conifer","2016"
"597",155,"160",-118.6822039,36.71204031,14.29,1329,"ZONE 00110","14.29","Conifer, Mixed","2016_Early","mixed conifer","2016"
"598",156,"160",-118.6821248,36.71204688,10.93,1329,"ZONE 00110","10.93","Conifer, Mixed","2016_Early","mixed conifer","2016"
"599",157,"160",-118.6820456,36.71205344,13.21,1329,"ZONE 00110","13.21","Conifer, Mixed","2016_Early","mixed conifer","2016"
"600",158,"160",-118.6819665,36.71206,9.89,1329,"ZONE 00110","9.89","Conifer, Mixed","2016_Early","mixed conifer","2016"
"601",159,"160",-118.682303,36.7120935,9.610001,1329,"ZONE 00110","9.6100010000000005","Conifer, Mixed","2016_Early","mixed conifer","2016"
"602",160,"160",-118.6822143,36.71210063,9.410001,1329,"ZONE 00110","9.4100009999999994","Conifer, Mixed","2016_Early","mixed conifer","2016"
"603",161,"160",-118.6821255,36.71210775,9.13,1329,"ZONE 00110","9.1300000000000008","Conifer, Mixed","2016_Early","mixed conifer","2016"
"604",162,"160",-118.6820368,36.71211488,10.37,1329,"ZONE 00110","10.37","Conifer, Mixed","2016_Early","mixed conifer","2016"
"605",163,"160",-118.681948,36.712122,9.74,1329,"ZONE 00110","9.74","Conifer, Mixed","2016_Early","mixed conifer","2016"
"606",164,"160",-118.682323,36.71215325,8.08,1783,"ZONE 00072","8.08","Conifer, Mixed","2016_Early","mixed conifer","2016"
"607",165,"160",-118.6822246,36.71216094,9.72,1783,"ZONE 00072","PICO regen","Conifer, Mixed","2016_Early","mixed conifer","2016"
"608",166,"160",-118.6821263,36.71216863,11.56,1783,"ZONE 00072","11.56","Conifer, Mixed","2016_Early","mixed conifer","2016"
"609",167,"160",-118.6820279,36.71217631,8.46,1783,"ZONE 00072","8.4600000000000009","Conifer, Mixed","2016_Early","mixed conifer","2016"
"610",168,"160",-118.6819295,36.712184,9.33,1329,"ZONE 00110","under shrub","Conifer, Mixed","2016_Early","mixed conifer","2016"
"611",169,"160",-118.682343,36.712213,14.23,1783,"ZONE 00072","WPT 670","Conifer, Mixed","2016_Early","mixed conifer","2016"
"612",170,"160",-118.682235,36.71222125,18.17,1783,"ZONE 00072","18.170000000000002","Conifer, Mixed","2016_Early","mixed conifer","2016"
"613",171,"160",-118.682127,36.7122295,11.06,1783,"ZONE 00072","11.06","Conifer, Mixed","2016_Early","mixed conifer","2016"
"614",172,"160",-118.682019,36.71223775,5.66,1783,"ZONE 00072","5.66","Conifer, Mixed","2016_Early","mixed conifer","2016"
"615",173,"160",-118.681911,36.712246,9.25,1783,"ZONE 00072","WPT 673 (doesn't seem to be well located)","Conifer, Mixed","2016_Early","mixed conifer","2016"
"616",1347,"160",-118.682153,36.712032,0.7900001,1329,"[No GPS Lock]","WPT 982","Conifer, Mixed","2016_Late","mixed conifer","2016"
"617",1348,"160",-118.6820955,36.7120105,1.59,1329,"[No GPS Lock]","1.59","Conifer, Mixed","2016_Late","mixed conifer","2016"
"618",1349,"160",-118.682038,36.711989,0.84,1329,"[No GPS Lock]","0.84","Conifer, Mixed","2016_Late","mixed conifer","2016"
"619",1350,"160",-118.6819805,36.7119675,0.5,1783,NA,"0.5","Conifer, Mixed","2016_Late","mixed conifer","2016"
"620",1351,"160",-118.681923,36.711946,2.2,1783,NA,"WPT 981; CECO","Conifer, Mixed","2016_Late","mixed conifer","2016"
"621",1352,"160",-118.6821835,36.71209525,1.32,1329,"[No GPS Lock]","1.32","Conifer, Mixed","2016_Late","mixed conifer","2016"
"622",1353,"160",-118.6821159,36.7120785,1.11,1329,"[No GPS Lock]","1.1100000000000001","Conifer, Mixed","2016_Late","mixed conifer","2016"
"623",1354,"160",-118.6820484,36.71206175,0.43,1329,"[No GPS Lock]","0.43","Conifer, Mixed","2016_Late","mixed conifer","2016"
"624",1355,"160",-118.6819808,36.712045,2.6,1783,NA,"2.6","Conifer, Mixed","2016_Late","mixed conifer","2016"
"625",1356,"160",-118.6819133,36.71202825,2,1783,NA,"2","Conifer, Mixed","2016_Late","mixed conifer","2016"
"626",1357,"160",-118.682214,36.7121585,2.14,1329,"[No GPS Lock]","2.14","Conifer, Mixed","2016_Late","mixed conifer","2016"
"627",1358,"160",-118.6821364,36.7121465,0.89,1329,"[No GPS Lock]","0.89","Conifer, Mixed","2016_Late","mixed conifer","2016"
"628",1359,"160",-118.6820588,36.7121345,1.97,1329,"[No GPS Lock]","1.97","Conifer, Mixed","2016_Late","mixed conifer","2016"
"629",1360,"160",-118.6819811,36.7121225,0.7,1783,NA,"0.7","Conifer, Mixed","2016_Late","mixed conifer","2016"
"630",1361,"160",-118.6819035,36.7121105,2.4,1783,NA,"2.4","Conifer, Mixed","2016_Late","mixed conifer","2016"
"631",1362,"160",-118.6822445,36.71222175,1.81,1329,"[No GPS Lock]","1.81","Conifer, Mixed","2016_Late","mixed conifer","2016"
"632",1363,"160",-118.6821568,36.7122145,1.16,1329,"[No GPS Lock]","1.1599999999999999","Conifer, Mixed","2016_Late","mixed conifer","2016"
"633",1364,"160",-118.6820691,36.71220725,2.25,1329,"[No GPS Lock]","2.25","Conifer, Mixed","2016_Late","mixed conifer","2016"
"634",1365,"160",-118.6819814,36.7122,1.7,1783,NA,"1.7","Conifer, Mixed","2016_Late","mixed conifer","2016"
"635",1366,"160",-118.6818938,36.71219275,1.2,1783,NA,"1.2","Conifer, Mixed","2016_Late","mixed conifer","2016"
"636",1367,"160",-118.682275,36.712285,0.9,1329,"[No GPS Lock]","WPT 983","Conifer, Mixed","2016_Late","mixed conifer","2016"
"637",1368,"160",-118.6821773,36.7122825,2.14,1329,"[No GPS Lock]","2.14","Conifer, Mixed","2016_Late","mixed conifer","2016"
"638",1369,"160",-118.6820795,36.71228,2.59,1329,"[No GPS Lock]","2.59","Conifer, Mixed","2016_Late","mixed conifer","2016"
"639",1370,"160",-118.6819818,36.7122775,2.3,1783,NA,"2.2999999999999998","Conifer, Mixed","2016_Late","mixed conifer","2016"
"640",1371,"160",-118.681884,36.712275,2,1783,NA,"WPT 980","Conifer, Mixed","2016_Late","mixed conifer","2016"
"641",3148,"160",-118.682314,36.711956,5.14,1783,"[No GPS Lock]","under CECO waypoint 982 (GPS 64)","Conifer, Mixed","2017_Early","mixed conifer","2017"
"642",3149,"160",-118.6823043,36.71203825,6.28,1783,"[No GPS Lock]","6.28","Conifer, Mixed","2017_Early","mixed conifer","2017"
"643",3150,"160",-118.6822945,36.7121205,2.3,1783,"[No GPS Lock]","2.2999999999999998","Conifer, Mixed","2017_Early","mixed conifer","2017"
"644",3151,"160",-118.6822848,36.71220275,6.15,1783,"[No GPS Lock]","6.15","Conifer, Mixed","2017_Early","mixed conifer","2017"
"645",3152,"160",-118.682275,36.712285,10.65,1783,"[No GPS Lock]","Waypoint 983 (GPS 64)","Conifer, Mixed","2017_Early","mixed conifer","2017"
"646",3153,"160",-118.6822163,36.7119535,7.25,1783,"[No GPS Lock]","Thick duff","Conifer, Mixed","2017_Early","mixed conifer","2017"
"647",3154,"160",-118.6822065,36.71203575,6.86,1783,"[No GPS Lock]","6.86","Conifer, Mixed","2017_Early","mixed conifer","2017"
"648",3155,"160",-118.6821968,36.712118,6.86,1783,"[No GPS Lock]","Thick duff","Conifer, Mixed","2017_Early","mixed conifer","2017"
"649",3156,"160",-118.682187,36.71220025,8.32,1783,"[No GPS Lock]","Thick duff","Conifer, Mixed","2017_Early","mixed conifer","2017"
"650",3157,"160",-118.6821773,36.7122825,3.45,1783,"[No GPS Lock]","3.45","Conifer, Mixed","2017_Early","mixed conifer","2017"
"651",3158,"160",-118.6821185,36.711951,6.469999,1783,"[No GPS Lock]","6.4699989999999996","Conifer, Mixed","2017_Early","mixed conifer","2017"
"652",3159,"160",-118.6821088,36.71203325,3.97,1783,"[No GPS Lock]","3.97","Conifer, Mixed","2017_Early","mixed conifer","2017"
"653",3160,"160",-118.682099,36.7121155,8.66,1783,"[No GPS Lock]","8.66","Conifer, Mixed","2017_Early","mixed conifer","2017"
"654",3161,"160",-118.6820893,36.71219775,7.25,1783,"[No GPS Lock]","7.25","Conifer, Mixed","2017_Early","mixed conifer","2017"
"655",3162,"160",-118.6820795,36.71228,6.02,1783,"[No GPS Lock]","under CECO","Conifer, Mixed","2017_Early","mixed conifer","2017"
"656",3163,"160",-118.6820208,36.7119485,9.13,1783,"[No GPS Lock]","9.1300000000000008","Conifer, Mixed","2017_Early","mixed conifer","2017"
"657",3164,"160",-118.682011,36.71203075,4.45,1783,"[No GPS Lock]","Under ARPA","Conifer, Mixed","2017_Early","mixed conifer","2017"
"658",3165,"160",-118.6820013,36.712113,4.77,1783,"[No GPS Lock]","4.7699999999999996","Conifer, Mixed","2017_Early","mixed conifer","2017"
"659",3166,"160",-118.6819915,36.71219525,7.06,1783,"[No GPS Lock]","7.06","Conifer, Mixed","2017_Early","mixed conifer","2017"
"660",3167,"160",-118.6819818,36.7122775,8.05,1783,"[No GPS Lock]","Dene PICO regen","Conifer, Mixed","2017_Early","mixed conifer","2017"
"661",3168,"160",-118.681923,36.711946,5.37,1783,"[No GPS Lock]","Uncer CECO waypoint 981 (GPS 64)","Conifer, Mixed","2017_Early","mixed conifer","2017"
"662",3169,"160",-118.6819133,36.71202825,4.4,1783,"[No GPS Lock]","PICO regen","Conifer, Mixed","2017_Early","mixed conifer","2017"
"663",3170,"160",-118.6819035,36.7121105,6.66,1783,"[No GPS Lock]","Thick duff","Conifer, Mixed","2017_Early","mixed conifer","2017"
"664",3171,"160",-118.6818938,36.71219275,5.01,1783,"[No GPS Lock]","5.01","Conifer, Mixed","2017_Early","mixed conifer","2017"
"665",3172,"160",-118.681884,36.712275,4.84,1783,"[No GPS Lock]","Waypoint 980 (GPS 64)","Conifer, Mixed","2017_Early","mixed conifer","2017"
"666",5000,"160",-118.682153,36.712032,3.01,3255,"ZONE 00050","under 3"" duff. WPT 982","Conifer, Mixed","2017_Late","mixed conifer","2017"
"667",5001,"160",-118.6821835,36.71209525,2.01,3255,"ZONE 00050","2.0099999999999998","Conifer, Mixed","2017_Late","mixed conifer","2017"
"668",5002,"160",-118.682214,36.7121585,2.64,1783,"ZONE 00072","under 1"" duff","Conifer, Mixed","2017_Late","mixed conifer","2017"
"669",5003,"160",-118.6822445,36.71222175,2.07,1783,"ZONE 00072","under duff","Conifer, Mixed","2017_Late","mixed conifer","2017"
"670",5004,"160",-118.682275,36.712285,2.36,1783,"ZONE 00072","2.36","Conifer, Mixed","2017_Late","mixed conifer","2017"
"671",5005,"160",-118.6820955,36.7120105,2.24,3255,"ZONE 00050","WPT 981","Conifer, Mixed","2017_Late","mixed conifer","2017"
"672",5006,"160",-118.6821159,36.7120785,1.22,3255,"ZONE 00050","1.22","Conifer, Mixed","2017_Late","mixed conifer","2017"
"673",5007,"160",-118.6821364,36.7121465,3.45,1783,"ZONE 00072","3.45","Conifer, Mixed","2017_Late","mixed conifer","2017"
"674",5008,"160",-118.6821568,36.7122145,2.36,1783,"ZONE 00072","2.36","Conifer, Mixed","2017_Late","mixed conifer","2017"
"675",5009,"160",-118.6821773,36.7122825,1.16,1783,"ZONE 00072","1.1599999999999999","Conifer, Mixed","2017_Late","mixed conifer","2017"
"676",5010,"160",-118.682038,36.711989,1.53,3255,"ZONE 00050","under 2"" duff","Conifer, Mixed","2017_Late","mixed conifer","2017"
"677",5011,"160",-118.6820484,36.71206175,1.16,3255,"ZONE 00050","1.1599999999999999","Conifer, Mixed","2017_Late","mixed conifer","2017"
"678",5012,"160",-118.6820588,36.7121345,2.03,1783,"ZONE 00072","2.0299999999999998","Conifer, Mixed","2017_Late","mixed conifer","2017"
"679",5013,"160",-118.6820691,36.71220725,3.63,1783,"ZONE 00072","under 2"" duff","Conifer, Mixed","2017_Late","mixed conifer","2017"
"680",5014,"160",-118.6820795,36.71228,3.28,1783,"ZONE 00072","under 2"" duff","Conifer, Mixed","2017_Late","mixed conifer","2017"
"681",5015,"160",-118.6819805,36.7119675,1.96,3255,"ZONE 00050","1.96","Conifer, Mixed","2017_Late","mixed conifer","2017"
"682",5016,"160",-118.6819808,36.712045,1.46,3255,"ZONE 00050","in ARPA","Conifer, Mixed","2017_Late","mixed conifer","2017"
"683",5017,"160",-118.6819811,36.7121225,1.97,1783,"ZONE 00072","1.97","Conifer, Mixed","2017_Late","mixed conifer","2017"
"684",5018,"160",-118.6819814,36.7122,3.98,1783,"ZONE 00072","under 2"" duff","Conifer, Mixed","2017_Late","mixed conifer","2017"
"685",5019,"160",-118.6819818,36.7122775,2.25,1783,"ZONE 00072","2.25","Conifer, Mixed","2017_Late","mixed conifer","2017"
"686",5020,"160",-118.681923,36.711946,0.43,3255,"ZONE 00050","in CECO. WPT 983","Conifer, Mixed","2017_Late","mixed conifer","2017"
"687",5021,"160",-118.6819133,36.71202825,2.01,3255,"ZONE 00050","2.0099999999999998","Conifer, Mixed","2017_Late","mixed conifer","2017"
"688",5022,"160",-118.6819035,36.7121105,3.2,NA,NA,"under 2"" duff","Conifer, Mixed","2017_Late","mixed conifer","2017"
"689",5023,"160",-118.6818938,36.71219275,1.59,1783,"ZONE 00072","1.59","Conifer, Mixed","2017_Late","mixed conifer","2017"
"690",5024,"160",-118.681884,36.712275,0.17,1783,"ZONE 00072","WPT 980","Conifer, Mixed","2017_Late","mixed conifer","2017"
"691",13147,"160",-118.682221,36.71196803,1.32,3255,"ZONE 00057","UNDER CECO; WPT 1281","Conifer, Mixed","2018_Early","mixed conifer","2018"
"692",13148,"160",-118.682136,36.71196976,2.12,3255,"ZONE 00057","UNDER CECO","Conifer, Mixed","2018_Early","mixed conifer","2018"
"693",13149,"160",-118.682051,36.7119715,0.9,3255,"ZONE 00057","0.9","Conifer, Mixed","2018_Early","mixed conifer","2018"
"694",13150,"160",-118.681966,36.71197324,1.9,3255,"ZONE 00057","1.9","Conifer, Mixed","2018_Early","mixed conifer","2018"
"695",13151,"160",-118.681881,36.71197498,1.11,3255,"ZONE 00057","WPT 1282","Conifer, Mixed","2018_Early","mixed conifer","2018"
"696",13152,"160",-118.6822075,36.71204327,3.48,3255,"ZONE 00057","3.48","Conifer, Mixed","2018_Early","mixed conifer","2018"
"697",13153,"160",-118.6821225,36.71204501,1.41,3255,"ZONE 00057","1.41","Conifer, Mixed","2018_Early","mixed conifer","2018"
"698",13154,"160",-118.6820375,36.71204675,2.12,3255,"ZONE 00057","2.12","Conifer, Mixed","2018_Early","mixed conifer","2018"
"699",13155,"160",-118.6819525,36.71204849,2.34,3255,"ZONE 00057","UNDER ARPA","Conifer, Mixed","2018_Early","mixed conifer","2018"
"700",13156,"160",-118.6818675,36.71205023,2.67,3255,"ZONE 00057","UNDER ARPA","Conifer, Mixed","2018_Early","mixed conifer","2018"
"701",13157,"160",-118.682194,36.71211852,1,1329,"[Unspecified Zone]","1","Conifer, Mixed","2018_Early","mixed conifer","2018"
"702",13158,"160",-118.682109,36.71212026,1.97,1329,"[Unspecified Zone]","1.97","Conifer, Mixed","2018_Early","mixed conifer","2018"
"703",13159,"160",-118.682024,36.712122,0.95,1329,"[Unspecified Zone]","0.95","Conifer, Mixed","2018_Early","mixed conifer","2018"
"704",13160,"160",-118.681939,36.71212374,1.81,1329,"[Unspecified Zone]","1.81","Conifer, Mixed","2018_Early","mixed conifer","2018"
"705",13161,"160",-118.681854,36.71212548,0,1329,"[Unspecified Zone]","0","Conifer, Mixed","2018_Early","mixed conifer","2018"
"706",13162,"160",-118.6821805,36.71219377,2.36,1329,"[Unspecified Zone]","2.36","Conifer, Mixed","2018_Early","mixed conifer","2018"
"707",13163,"160",-118.6820955,36.71219551,1.05,1329,"[Unspecified Zone]","1.05","Conifer, Mixed","2018_Early","mixed conifer","2018"
"708",13164,"160",-118.6820105,36.71219725,1.7,1329,"[Unspecified Zone]","1.7","Conifer, Mixed","2018_Early","mixed conifer","2018"
"709",13165,"160",-118.6819255,36.71219899,0.58,1329,"[Unspecified Zone]","0.57999999999999996","Conifer, Mixed","2018_Early","mixed conifer","2018"
"710",13166,"160",-118.6818405,36.71220073,0.33,1329,"[Unspecified Zone]","0.33","Conifer, Mixed","2018_Early","mixed conifer","2018"
"711",13167,"160",-118.682167,36.71226902,1.48,1329,"[Unspecified Zone]","WPT 1283","Conifer, Mixed","2018_Early","mixed conifer","2018"
"712",13168,"160",-118.682082,36.71227076,0.23,1329,"[Unspecified Zone]","0.23","Conifer, Mixed","2018_Early","mixed conifer","2018"
"713",13169,"160",-118.681997,36.7122725,2.3,1329,"[Unspecified Zone]","2.2999999999999998","Conifer, Mixed","2018_Early","mixed conifer","2018"
"714",13170,"160",-118.681912,36.71227424,1.43,1329,"[Unspecified Zone]","1.43","Conifer, Mixed","2018_Early","mixed conifer","2018"
"715",13171,"160",-118.681827,36.71227598,0,1329,"[Unspecified Zone]","CECO","Conifer, Mixed","2018_Early","mixed conifer","2018"
"716",174,"161",-118.679516,36.711977,9.75,1329,"ZONE 00111","ARPA; WPT 677","Conifer, Mixed","2016_Early","mixed conifer","2016"
"717",175,"161",-118.6795733,36.71192125,9.27,1329,"ZONE 00111","9.27","Conifer, Mixed","2016_Early","mixed conifer","2016"
"718",176,"161",-118.6796305,36.7118655,11.19,1783,"ZONE 00073","ARPA","Conifer, Mixed","2016_Early","mixed conifer","2016"
"719",177,"161",-118.6796878,36.71180975,10.57,1783,"ZONE 00073","10.57","Conifer, Mixed","2016_Early","mixed conifer","2016"
"720",178,"161",-118.679745,36.711754,12.29,1783,"ZONE 00073","WPT 676","Conifer, Mixed","2016_Early","mixed conifer","2016"
"721",179,"161",-118.6795593,36.712007,1.4,1329,"ZONE 00111","1.4","Conifer, Mixed","2016_Early","mixed conifer","2016"
"722",180,"161",-118.6796208,36.71195675,9.75,1329,"ZONE 00111","9.75","Conifer, Mixed","2016_Early","mixed conifer","2016"
"723",181,"161",-118.6796823,36.7119065,4.05,1783,"ZONE 00073","4.05","Conifer, Mixed","2016_Early","mixed conifer","2016"
"724",182,"161",-118.6797438,36.71185625,12.3,1783,NA,"ARNE","Conifer, Mixed","2016_Early","mixed conifer","2016"
"725",183,"161",-118.6798053,36.711806,9.72,1783,"ZONE 00073","9.7200000000000006","Conifer, Mixed","2016_Early","mixed conifer","2016"
"726",184,"161",-118.6796025,36.712037,6.67,1329,"ZONE 00111","6.67","Conifer, Mixed","2016_Early","mixed conifer","2016"
"727",185,"161",-118.6796683,36.71199225,8.66,1329,"ZONE 00111","CECO, ARNE","Conifer, Mixed","2016_Early","mixed conifer","2016"
"728",186,"161",-118.679734,36.7119475,6.89,1783,"ZONE 00073","6.89","Conifer, Mixed","2016_Early","mixed conifer","2016"
"729",187,"161",-118.6797998,36.71190275,8.77,1783,"ZONE 00073","8.77","Conifer, Mixed","2016_Early","mixed conifer","2016"
"730",188,"161",-118.6798655,36.711858,7.95,1783,"ZONE 00073","7.95","Conifer, Mixed","2016_Early","mixed conifer","2016"
"731",189,"161",-118.6796458,36.712067,7.38,1329,"ZONE 00111","7.38","Conifer, Mixed","2016_Early","mixed conifer","2016"
"732",190,"161",-118.6797158,36.71202775,4.63,1329,"ZONE 00111","50cm DBH PIJE","Conifer, Mixed","2016_Early","mixed conifer","2016"
"733",191,"161",-118.6797858,36.7119885,7.09,1783,"ZONE 00073","7.09","Conifer, Mixed","2016_Early","mixed conifer","2016"
"734",192,"161",-118.6798558,36.71194925,10.15,1783,"ZONE 00073","CECO","Conifer, Mixed","2016_Early","mixed conifer","2016"
"735",193,"161",-118.6799258,36.71191,17.92,1783,"ZONE 00073","ARNE","Conifer, Mixed","2016_Early","mixed conifer","2016"
"736",194,"161",-118.679689,36.712097,7.99,1329,"ZONE 00111","WPT 674","Conifer, Mixed","2016_Early","mixed conifer","2016"
"737",195,"161",-118.6797633,36.71206325,9.27,1329,"ZONE 00111","9.27","Conifer, Mixed","2016_Early","mixed conifer","2016"
"738",196,"161",-118.6798375,36.7120295,8.629999,1783,"ZONE 00073","8.6299989999999998","Conifer, Mixed","2016_Early","mixed conifer","2016"
"739",197,"161",-118.6799118,36.71199575,6.5,1783,"ZONE 00073","6.5","Conifer, Mixed","2016_Early","mixed conifer","2016"
"740",198,"161",-118.679986,36.711962,12.35,1783,"ZONE 00073","WPT 675","Conifer, Mixed","2016_Early","mixed conifer","2016"
"741",1372,"161",-118.679958,36.711851,2.6,1783,NA,"WPT 951","Conifer, Mixed","2016_Late","mixed conifer","2016"
"742",1373,"161",-118.679845,36.711827,0.9,1783,NA,"0.9","Conifer, Mixed","2016_Late","mixed conifer","2016"
"743",1374,"161",-118.679732,36.711803,0.23,1329,"[No GPS Lock]","0.23","Conifer, Mixed","2016_Late","mixed conifer","2016"
"744",1375,"161",-118.679619,36.711779,0.7900001,1329,"[No GPS Lock]","0.79000009999999998","Conifer, Mixed","2016_Late","mixed conifer","2016"
"745",1376,"161",-118.679506,36.711755,0.53,1329,"[No GPS Lock]","WPT 953","Conifer, Mixed","2016_Late","mixed conifer","2016"
"746",1377,"161",-118.6799153,36.71191775,0.5,1783,NA,"0.5","Conifer, Mixed","2016_Late","mixed conifer","2016"
"747",1378,"161",-118.6798116,36.71189356,1.2,1783,NA,"1.2","Conifer, Mixed","2016_Late","mixed conifer","2016"
